job_id,arrival_time,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
47,3221.0,7.86,16.66,8.36,3271.01,3253.89,0.0
48,3223.78,18.39,6.93,13.89,3287.91,3293.09,5.18
49,3308.13,15.23,10.54,16.88,3414.83,3350.85,0.0
50,3386.55,19.69,17.75,5.83,3455.4,3429.82,0.0
51,3394.38,14.92,10.57,17.82,3438.74,3473.13,34.39
52,3633.55,5.65,5.85,5.04,3653.17,3650.17,0.0
53,3983.1,17.53,18.75,7.8,4053.91,4027.25,0.0
54,4112.63,15.9,9.04,19.56,4187.08,4157.16,0.0
55,4206.82,9.27,10.96,16.37,4260.1,4243.45,0.0
56,4261.49,18.8,11.31,17.88,4310.58,4309.54,0.0
57,4323.24,15.7,5.16,15.45,4367.28,4359.64,0.0
58,4403.5,14.35,7.05,19.16,4450.44,4444.09,0.0
59,4415.49,11.64,5.96,6.52,4472.53,4468.21,0.0
60,4423.87,13.12,18.28,11.81,4505.77,4511.42,5.65
61,4568.74,7.47,6.15,16.76,4645.35,4599.2,0.0
62,4725.33,15.71,12.65,19.37,4803.99,4773.13,0.0
63,4842.9,18.67,5.82,16.12,4903.67,4883.54,0.0
64,4843.95,8.83,15.74,12.94,4900.44,4921.05,20.61
65,4871.61,13.5,18.18,19.7,4941.46,4972.43,30.97
66,4978.95,6.31,7.11,13.39,5045.98,5005.84,0.0
67,4989.33,7.21,12.5,9.58,5022.1,5035.12,13.03
69,5009.77,8.76,15.03,5.11,5047.6,5064.02,16.42
68,5003.43,11.37,16.89,7.57,5076.92,5099.85,22.93
70,5023.48,8.46,18.3,7.39,5086.86,5134.0,47.14
71,5220.36,8.69,17.94,9.81,5290.83,5256.83,0.0
72,5291.4,10.26,18.29,15.44,5344.21,5335.42,0.0
73,5360.98,9.42,9.29,19.08,5483.91,5398.8,0.0
74,5375.01,18.75,15.71,5.17,5417.27,5438.42,21.15
75,5421.76,18.31,18.1,8.76,5480.48,5483.6,3.11
76,5633.66,8.14,6.57,11.22,5685.81,5659.63,0.0
77,5802.05,18.15,5.17,7.63,5836.16,5833.09,0.0
78,5876.04,11.09,18.84,14.23,5942.1,5920.25,0.0
79,5970.92,8.07,18.42,17.92,6055.04,6015.36,0.0
80,6095.52,7.59,5.8,10.47,6148.37,6119.42,0.0
81,6113.82,18.03,17.86,15.45,6180.37,6170.77,0.0
82,6127.14,17.14,7.59,12.44,6196.94,6207.94,11.0
83,6209.58,8.54,18.19,9.81,6258.64,6246.17,0.0
84,6256.72,15.52,5.58,14.57,6307.76,6292.45,0.0
85,6388.52,10.49,13.57,19.51,6433.47,6432.12,0.0
86,6516.82,12.02,9.5,9.12,6553.09,6547.46,0.0
87,6668.21,8.04,19.43,12.75,6716.14,6708.48,0.0
88,6793.06,13.72,18.27,7.16,6859.26,6832.23,0.0
89,6795.37,7.75,11.22,9.7,6831.67,6860.9,29.23
90,6864.17,16.2,11.24,12.63,6939.22,6904.27,0.0
91,6885.11,19.97,5.35,10.56,6961.07,6940.16,0.0
93,6913.95,13.08,7.28,5.27,6945.32,6965.79,20.47
92,6907.02,9.96,7.56,19.61,6992.12,7002.93,10.81
94,7013.03,12.93,9.31,13.7,7050.95,7049.07,0.0
95,7047.27,6.47,17.36,10.74,7110.72,7083.64,0.0
96,7080.66,11.23,13.63,8.89,7132.6,7117.39,0.0
97,7201.55,6.11,7.98,5.31,7236.35,7220.99,0.0
98,7211.08,12.81,7.42,12.89,7251.8,7254.1,2.3
99,7324.04,17.23,19.39,11.95,7423.21,7372.67,0.0
100,7485.7,10.04,19.7,19.37,7538.75,7534.89,0.0
101,7599.5,15.31,14.25,15.66,7652.21,7644.81,0.0
102,7746.29,15.83,7.75,19.49,7819.71,7789.38,0.0
103,7750.98,5.48,7.54,14.93,7808.37,7817.33,8.96
104,7969.65,18.25,8.07,7.91,8005.91,8003.96,0.0
105,8010.03,11.35,10.7,17.31,8071.2,8049.43,0.0
106,8143.06,17.94,16.48,12.71,8202.27,8190.26,0.0
107,8205.8,11.9,15.03,17.78,8276.4,8250.57,0.0
108,8229.78,13.46,11.84,6.85,8264.49,8282.71,18.23
109,8278.74,19.11,15.54,5.84,8376.31,8323.21,0.0
110,8384.13,14.05,5.09,9.65,8422.25,8413.01,0.0
111,8437.94,6.84,14.45,14.18,8496.91,8473.48,0.0
112,8493.64,13.36,6.7,17.4,8577.65,8531.14,0.0
113,8649.35,16.51,8.63,9.41,8685.1,8683.99,0.0
114,8775.07,17.9,19.05,14.01,8862.87,8826.04,0.0
115,8927.64,6.81,6.03,18.15,9039.6,8958.73,0.0
116,9030.51,14.29,10.94,17.88,9081.33,9073.63,0.0
117,9035.06,17.05,5.92,15.74,9097.9,9112.35,14.45
118,9044.61,11.55,9.08,17.11,9116.84,9150.09,33.25
119,9077.22,7.31,10.14,11.59,9127.64,9179.13,51.5
120,9318.46,9.81,7.22,14.39,9362.62,9349.96,0.0
121,9428.82,14.93,13.21,17.24,9479.2,9474.24,0.0
122,9553.58,7.74,12.19,13.34,9604.86,9586.91,0.0
123,9563.29,11.89,9.21,9.15,9606.1,9617.15,11.05
124,9606.89,8.1,15.28,18.97,9717.14,9659.5,0.0
125,9623.14,8.48,11.1,13.92,9683.75,9693.0,9.25
126,9695.84,12.4,19.98,19.42,9785.03,9747.69,0.0
127,9719.55,16.51,5.54,19.22,9788.56,9788.96,0.4
128,9931.46,11.36,15.67,8.76,10026.84,9967.24,0.0
129,9947.52,5.13,9.2,14.97,9994.52,9996.54,2.02
130,10081.98,15.26,16.71,19.14,10134.65,10133.14,0.0
132,10107.49,12.44,8.7,5.26,10140.96,10159.54,18.58
131,10091.12,9.33,7.0,13.28,10149.95,10189.15,39.21
133,10132.68,15.32,19.53,6.01,10189.02,10230.02,41.0
134,10183.66,14.42,7.23,19.34,10232.05,10271.01,38.96
135,10254.23,11.12,13.43,18.21,10319.08,10313.77,0.0
136,10288.3,19.29,7.64,19.39,10360.33,10360.08,0.0
138,10319.28,9.13,12.18,19.16,10370.33,10400.54,30.21
137,10311.22,19.79,17.99,12.63,10399.63,10450.95,51.32
139,10714.27,13.7,15.77,16.73,10763.72,10760.55,0.0
140,10919.39,13.9,6.83,7.27,10984.26,10947.44,0.0
141,10986.76,18.91,17.9,13.24,11049.27,11036.9,0.0
142,11104.02,19.67,9.6,12.79,11148.97,11146.16,0.0
143,11107.71,5.92,10.62,14.26,11184.27,11176.95,0.0
144,11220.98,19.46,8.83,17.81,11275.96,11267.15,0.0
145,11259.36,13.15,19.95,11.97,11305.81,11312.22,6.41
146,11296.62,13.51,15.25,7.3,11340.37,11348.28,7.9
147,11311.48,12.69,10.9,9.78,11361.17,11381.65,20.49
148,11425.81,14.24,16.01,11.05,11526.96,11467.15,0.0
149,11435.95,6.08,6.45,12.21,11469.71,11491.89,22.18
150,11454.04,5.11,16.81,5.87,11504.75,11519.68,14.93
151,11730.12,8.78,13.83,18.26,11784.25,11771.06,0.0
152,11935.87,5.52,13.58,16.67,11987.28,11971.73,0.0
153,12080.25,19.72,17.57,12.18,12156.71,12129.8,0.0
154,12247.68,14.35,5.7,8.09,12297.48,12275.83,0.0
155,12257.7,7.38,19.58,12.53,12400.4,12315.33,0.0
156,12406.18,16.74,11.29,8.51,12444.31,12442.77,0.0
157,12426.63,12.46,14.13,7.25,12474.48,12476.62,2.13
158,12464.17,18.18,9.48,17.56,12533.13,12521.83,0.0
159,12688.68,9.19,9.08,12.31,12726.2,12719.31,0.0
160,12763.96,19.29,12.98,7.9,12805.38,12804.18,0.0
161,12845.11,11.7,5.14,10.52,12909.2,12872.54,0.0
162,12925.56,10.02,19.4,19.73,12975.34,12974.79,0.0
163,12946.64,14.15,10.1,8.19,13016.45,13007.23,0.0
164,13137.34,12.39,19.46,13.64,13205.63,13182.91,0.0
165,13196.42,16.94,18.52,12.52,13259.32,13244.49,0.0
166,13325.28,17.62,14.87,7.4,13368.34,13365.19,0.0
167,13362.28,5.68,10.29,10.43,13391.73,13391.59,0.0
168,13374.96,14.57,18.36,8.3,13445.63,13432.82,0.0
169,13418.54,5.16,18.99,6.66,13464.43,13463.63,0.0
170,13419.95,9.25,10.3,10.69,13467.1,13493.87,26.76
171,13699.26,14.19,11.76,17.5,13756.66,13742.72,0.0
172,13797.47,11.7,16.22,6.42,13836.16,13831.85,0.0
173,13895.17,16.11,10.41,5.62,13949.07,13927.38,0.0
175,13913.26,15.98,5.45,19.75,13985.66,13968.56,0.0
174,13904.21,10.81,17.12,17.01,13988.77,14013.49,24.72
176,14034.38,17.88,17.31,16.42,14147.35,14086.0,0.0
177,14039.89,6.19,15.58,6.77,14105.74,14114.55,8.8
178,14083.72,16.3,6.58,13.26,14148.97,14150.69,1.72
179,14193.19,7.71,8.62,17.73,14263.04,14227.34,0.0
180,14251.3,5.28,15.78,16.33,14312.66,14288.73,0.0
181,14546.79,14.5,17.24,8.72,14595.05,14587.28,0.0
182,14866.2,19.99,6.61,14.35,14933.74,14907.23,0.0
183,14943.13,10.82,10.3,18.83,14986.55,14983.18,0.0
184,14950.79,16.21,5.22,10.78,15001.83,15015.39,13.56
185,15043.47,8.85,14.55,14.85,15121.11,15081.74,0.0
186,15095.57,18.98,11.76,18.74,15156.69,15145.13,0.0
187,15201.75,9.37,14.41,16.25,15243.26,15241.87,0.0
188,15323.33,6.25,16.85,7.15,15359.88,15353.62,0.0
189,15354.22,8.94,14.12,10.24,15427.19,15387.52,0.0
190,15393.26,16.67,9.74,12.96,15452.97,15432.69,0.0
191,15428.61,16.79,14.4,13.31,15498.06,15477.19,0.0
192,15449.81,9.82,18.13,15.4,15507.51,15520.53,13.02
193,15953.56,19.15,15.63,6.81,16006.53,15995.22,0.0
194,15994.43,13.39,9.45,11.96,16079.1,16030.02,0.0
195,16004.05,6.31,12.96,5.25,16038.95,16054.54,15.59
196,16027.43,16.56,7.77,12.87,16111.34,16091.74,0.0
197,16119.22,10.88,7.83,19.19,16190.7,16157.14,0.0
198,16214.59,8.84,8.61,18.08,16291.0,16250.17,0.0
199,16360.43,9.56,15.73,17.22,16454.96,16402.98,0.0
200,16462.4,5.98,5.8,9.24,16520.2,16483.5,0.0
201,16495.95,5.74,12.02,7.43,16533.39,16521.2,0.0
202,16596.19,12.54,13.13,12.69,16710.13,16634.56,0.0
203,16811.27,12.66,6.78,15.45,16849.76,16846.25,0.0
204,16812.05,6.41,11.6,17.85,16863.74,16882.1,18.36
205,16935.68,12.96,15.85,12.79,17007.49,16977.3,0.0
206,16971.6,9.03,16.94,16.79,17050.36,17020.06,0.0
207,17063.49,16.9,13.62,14.95,17136.04,17109.04,0.0
208,17105.31,5.57,18.02,18.26,17156.15,17150.88,0.0
209,17151.45,6.68,19.0,6.15,17196.31,17183.32,0.0
210,17153.58,17.92,15.46,16.56,17223.26,17233.26,10.0
211,17248.45,18.58,6.33,9.05,17285.2,17282.42,0.0
212,17300.63,6.09,14.57,14.09,17364.57,17335.46,0.0
213,17444.32,5.99,5.59,11.67,17484.43,17467.61,0.0
214,17545.86,10.03,19.05,13.0,17603.35,17587.99,0.0
215,17638.23,18.66,16.08,18.35,17695.96,17691.39,0.0
216,17647.6,5.35,14.0,15.91,17687.84,17726.65,38.81
217,17723.08,8.12,13.88,19.72,17812.32,17768.37,0.0
218,17749.59,5.92,8.65,13.02,17786.73,17795.96,9.24
219,17797.87,12.73,18.68,10.31,17851.61,17839.69,0.0
220,17829.55,13.3,7.38,12.73,17879.66,17873.1,0.0
221,17961.19,13.24,18.81,10.04,18018.12,18003.29,0.0
223,18000.9,17.88,16.57,18.47,18057.4,18056.21,0.0
224,18025.75,16.03,15.14,6.49,18064.29,18093.88,29.59
222,17996.55,5.04,15.85,15.49,18109.18,18130.27,21.09
225,18304.69,15.81,10.64,12.05,18347.33,18343.26,0.0
226,18332.6,19.41,6.39,19.06,18411.81,18388.12,0.0
227,18370.39,16.38,13.2,14.57,18434.02,18432.27,0.0
228,18414.83,19.22,16.47,11.04,18479.28,18479.01,0.0
229,18441.6,6.95,9.15,17.82,18481.46,18512.92,31.46
230,18467.11,5.57,19.7,8.92,18506.13,18547.12,40.99
231,18569.09,6.39,17.06,15.79,18609.24,18608.35,0.0
232,18696.0,8.23,6.41,16.28,18788.48,18726.98,0.0
233,18732.69,9.35,12.53,16.77,18853.83,18771.43,0.0
234,18825.55,10.75,12.01,18.02,18873.52,18866.4,0.0
235,18864.09,7.84,19.76,16.83,18914.78,18910.83,0.0
236,18986.75,19.2,9.57,9.96,19033.07,19025.55,0.0
237,19142.65,11.77,17.81,10.87,19214.85,19183.1,0.0
238,19394.49,12.28,7.72,18.22,19508.02,19432.72,0.0
239,19437.0,18.22,19.92,19.51,19545.33,19494.68,0.0
240,19486.54,9.89,8.51,8.83,19521.15,19521.9,0.75
241,19500.88,5.02,9.75,6.75,19554.52,19543.41,0.0
242,19543.5,19.75,15.27,8.68,19614.03,19587.2,0.0
243,19618.38,19.58,15.67,9.08,19667.16,19662.73,0.0
244,19663.09,9.9,8.4,16.91,19706.58,19698.35,0.0
245,19722.68,10.44,14.54,7.65,19765.59,19755.37,0.0
247,19749.32,16.26,17.68,18.89,19808.1,19808.2,0.1
246,19748.99,13.71,13.59,17.93,19819.25,19853.44,34.19
248,19821.1,7.77,14.37,15.94,19905.22,19891.51,0.0
249,19881.4,13.44,9.43,6.44,19923.38,19920.82,0.0
250,19897.74,15.29,8.56,10.73,19932.62,19955.41,22.79
251,19927.88,17.69,6.73,12.58,19995.84,19992.41,0.0
252,20161.71,14.67,5.71,16.36,20242.21,20198.54,0.0
253,20313.34,16.84,15.75,16.28,20375.28,20362.22,0.0
255,20355.35,11.53,16.39,9.37,20403.54,20399.51,0.0
256,20371.15,12.32,7.2,14.2,20418.52,20433.22,14.7
254,20318.18,8.25,12.05,12.57,20471.36,20466.09,0.0
257,20388.5,8.95,13.84,9.81,20506.99,20498.69,0.0
258,20667.84,10.88,15.38,8.73,20707.2,20702.88,0.0
259,20792.39,19.02,8.65,9.58,20852.34,20829.72,0.0
260,20805.84,8.11,12.37,11.55,20845.15,20861.76,16.61
261,20861.22,9.18,11.08,16.75,20918.64,20898.77,0.0
262,20908.44,11.85,19.5,19.53,21007.28,20959.36,0.0
263,21023.07,11.46,12.79,6.94,21123.93,21054.34,0.0
264,21038.85,6.09,14.37,6.59,21097.26,21081.41,0.0
265,21068.54,16.08,13.24,7.01,21121.55,21117.73,0.0
266,21158.26,5.03,6.99,10.6,21201.45,21180.95,0.0
267,21200.94,11.07,14.99,8.63,21243.71,21235.64,0.0
268,21252.53,19.02,11.06,6.09,21294.7,21288.71,0.0
269,21312.7,19.63,14.66,12.99,21366.18,21360.0,0.0
270,21346.07,18.13,19.72,10.54,21418.18,21408.4,0.0
271,21443.48,15.9,9.26,8.55,21487.76,21477.21,0.0
272,21497.42,8.37,5.53,18.79,21540.21,21530.19,0.0
273,21552.59,9.35,19.18,14.83,21641.14,21595.94,0.0
274,21574.06,16.44,11.57,8.71,21634.55,21632.67,0.0
275,21582.86,19.3,7.15,17.1,21639.71,21676.21,36.5
276,21595.38,16.61,6.19,17.32,21641.34,21716.34,75.0
277,21621.43,5.5,6.18,17.95,21687.45,21745.98,58.53
278,21669.57,17.43,9.2,11.41,21719.39,21784.02,64.63
280,21744.24,11.46,13.39,7.31,21778.05,21816.18,38.13
279,21705.83,12.78,12.24,15.78,21779.76,21856.98,77.22
281,21747.74,16.43,7.37,6.61,21810.11,21887.39,77.28
282,21838.67,11.62,7.03,18.56,21882.08,21924.6,42.52
284,21896.96,16.5,7.34,15.13,21944.92,21963.57,18.65
283,21849.64,16.06,8.46,19.57,21945.12,22007.66,62.54
286,21953.36,10.35,15.61,15.04,21994.62,22048.66,54.04
285,21913.99,15.8,19.06,13.18,21997.36,22096.71,99.35
287,21972.72,15.17,12.56,7.16,22017.74,22131.6,113.85
288,22186.07,6.86,5.06,5.92,22222.55,22203.94,0.0
289,22444.92,19.44,13.45,7.28,22487.92,22485.11,0.0
290,22616.69,16.65,14.38,19.29,22685.22,22667.03,0.0
291,22724.67,11.01,5.0,18.54,22773.42,22759.28,0.0
292,22729.3,17.1,6.92,9.01,22802.2,22792.32,0.0
293,22823.51,19.04,18.02,10.15,22881.52,22870.73,0.0
294,22837.58,16.99,17.81,11.45,22921.33,22916.99,0.0
295,23291.45,14.7,12.4,15.12,23351.8,23333.7,0.0
296,23328.17,12.51,17.78,9.07,23369.65,23373.06,3.41
297,23588.03,7.55,7.87,9.36,23690.52,23612.84,0.0
298,23654.04,17.39,15.75,17.22,23704.79,23704.5,0.0
299,23662.88,14.65,16.52,16.71,23721.83,23752.39,30.55
301,23707.94,16.61,9.28,7.12,23761.84,23785.4,23.56
300,23701.31,18.62,16.72,10.11,23775.53,23830.84,55.32
303,23773.48,19.67,8.75,6.26,23833.4,23865.52,32.12
302,23771.41,13.81,8.4,17.74,23835.74,23905.48,69.74
305,23860.22,8.14,5.29,10.28,23885.83,23929.18,43.35
304,23844.61,6.8,8.21,10.66,23915.1,23954.86,39.75
306,23910.12,11.79,8.28,10.45,23959.08,23985.38,26.3
307,24009.28,18.69,6.87,18.38,24065.98,24053.23,0.0
308,24022.81,9.94,8.71,17.84,24059.54,24089.72,30.18
309,24042.32,13.11,8.27,17.93,24083.86,24129.03,45.17
310,24251.66,14.98,17.91,12.43,24298.26,24297.06,0.0
311,24389.28,10.78,13.5,16.23,24433.0,24429.86,0.0
312,24411.45,9.78,7.48,18.01,24470.83,24465.13,0.0
313,24443.74,16.17,16.45,9.69,24518.55,24507.43,0.0
314,24555.13,16.8,17.19,5.4,24606.47,24594.53,0.0
315,24600.26,11.53,19.66,13.9,24697.61,24645.42,0.0
316,24642.6,11.26,9.26,14.65,24716.96,24680.58,0.0
317,24745.02,5.29,10.06,5.1,24773.19,24765.54,0.0
318,24764.04,8.28,7.12,7.92,24852.91,24788.85,0.0
319,24768.48,16.87,17.55,16.95,24823.29,24840.22,16.93
320,24946.03,19.67,17.06,18.95,25010.3,25001.8,0.0
321,25074.35,11.61,5.31,13.34,25107.39,25104.65,0.0
322,25247.21,15.89,12.83,17.92,25353.3,25293.89,0.0
323,25273.15,13.65,16.61,5.68,25314.95,25329.83,14.89
324,25537.21,11.84,18.89,12.73,25634.71,25580.69,0.0
325,25736.33,15.81,17.54,18.0,25805.93,25787.74,0.0
326,25767.65,16.49,18.71,17.58,25841.67,25840.51,0.0
327,25797.52,16.1,7.03,7.18,25856.62,25870.83,14.21
329,25843.78,11.57,15.51,5.64,25890.84,25903.55,12.71
328,25822.86,16.61,16.02,9.58,25958.72,25945.76,0.0
330,25911.07,18.64,18.7,7.86,25962.69,25990.96,28.27
331,25944.08,8.5,5.92,14.13,26000.64,26019.52,18.88
332,25947.34,18.71,14.53,15.32,26007.64,26068.09,60.44
333,26110.11,16.94,10.99,13.26,26202.12,26151.37,0.0
334,26186.86,5.97,5.45,17.76,26244.08,26216.04,0.0
335,26239.01,13.55,11.87,5.91,26296.26,26270.38,0.0
336,26243.79,8.46,12.13,11.12,26298.63,26302.08,3.45
337,26379.79,11.7,12.78,13.59,26444.51,26417.96,0.0
338,26400.94,10.08,17.76,10.38,26456.68,26456.18,0.0
339,26559.23,13.65,18.72,12.13,26612.14,26603.78,0.0
340,26614.09,11.54,13.89,18.86,26701.68,26658.48,0.0
341,26660.04,9.79,6.22,6.15,26721.31,26682.23,0.0
342,26712.77,15.24,19.78,13.51,26805.91,26761.35,0.0
343,26762.11,8.08,16.19,11.27,26801.75,26797.69,0.0
344,26909.62,18.69,8.46,15.54,26981.79,26952.38,0.0
345,26950.26,11.26,18.56,5.75,26993.09,26987.95,0.0
346,27012.12,8.34,17.23,19.47,27069.15,27057.18,0.0
347,27064.18,19.55,14.55,14.52,27125.92,27112.81,0.0
348,27146.48,11.27,16.42,6.7,27234.49,27180.89,0.0
349,27222.0,19.18,12.44,16.52,27281.48,27270.23,0.0
350,27514.71,7.46,8.86,19.15,27553.83,27550.2,0.0
351,27527.48,17.09,17.77,15.56,27584.41,27600.62,16.21
352,27549.98,15.36,18.64,6.93,27603.79,27641.55,37.76
354,27570.76,11.6,16.72,11.54,27611.39,27681.4,70.01
353,27552.86,19.53,6.11,17.57,27621.96,27724.62,102.66
355,27700.68,10.68,6.28,5.21,27740.64,27746.79,6.15
356,27777.06,9.51,17.0,14.87,27840.66,27818.47,0.0
357,27810.62,19.22,18.0,12.51,27867.96,27868.2,0.24
358,27931.99,15.4,7.63,17.07,27974.3,27972.09,0.0
359,28005.73,11.06,18.2,15.28,28094.99,28050.33,0.0
360,28134.4,11.17,13.72,7.6,28184.44,28166.93,0.0
361,28155.7,15.88,6.78,6.36,28229.1,28195.95,0.0
362,28183.65,6.28,6.13,16.01,28275.94,28224.37,0.0
363,28223.32,15.38,18.57,6.63,28283.15,28264.95,0.0
364,28401.58,17.4,8.59,11.13,28445.61,28438.76,0.0
365,28477.68,9.55,18.91,16.05,28522.81,28522.27,0.0
366,28549.45,14.44,15.55,11.74,28637.4,28591.2,0.0
367,28593.48,10.41,5.29,5.16,28630.56,28614.37,0.0
368,28669.55,13.32,18.3,6.52,28718.77,28707.72,0.0
369,28708.28,18.37,13.37,6.37,28772.74,28746.42,0.0
370,28729.02,6.72,19.7,8.71,28767.19,28781.55,14.36
371,28879.7,10.27,12.19,16.74,28949.94,28918.96,0.0
372,29104.85,18.98,18.06,8.44,29177.7,29150.34,0.0
373,29110.44,8.44,10.63,16.47,29146.35,29185.88,39.53
374,29127.27,17.97,5.6,15.49,29170.23,29224.94,54.71
375,29303.7,13.24,16.98,7.69,29361.39,29341.65,0.0
376,29508.26,9.44,16.25,18.36,29555.66,29552.39,0.0
377,29786.39,14.34,7.94,17.86,29836.13,29826.63,0.0
378,30150.74,12.47,9.38,9.97,30195.69,30182.65,0.0
379,30245.63,19.69,10.4,8.74,30293.26,30284.48,0.0
380,30388.62,7.96,11.54,5.81,30440.63,30413.99,0.0
381,30475.98,15.56,7.44,11.25,30514.47,30510.24,0.0
382,30725.07,14.88,17.53,18.51,30776.41,30776.06,0.0
383,30860.64,9.54,5.71,16.11,30955.51,30892.02,0.0
384,30869.72,18.38,18.44,6.67,30921.63,30935.5,13.87
385,30932.85,14.4,8.46,9.9,30965.67,30968.27,2.6
386,31036.63,8.87,9.64,16.7,31083.14,31071.88,0.0
387,31045.4,7.01,10.8,11.05,31098.77,31100.75,1.98
388,31093.98,5.28,10.29,16.77,31171.71,31133.09,0.0
389,31153.87,17.94,5.72,8.23,31212.78,31185.78,0.0
390,31280.05,8.78,6.67,8.97,31305.08,31304.5,0.0
391,31306.91,13.06,8.12,11.24,31354.93,31339.43,0.0
392,31380.89,5.49,8.49,15.32,31435.02,31410.22,0.0
393,31457.31,7.64,7.59,6.5,31486.65,31479.05,0.0
394,31748.13,5.7,9.04,15.94,31789.67,31778.83,0.0
395,31769.18,8.36,10.58,16.68,31828.2,31814.45,0.0
396,31984.98,17.26,18.28,5.06,32064.68,32025.65,0.0
397,32192.15,8.7,6.42,11.03,32223.01,32218.39,0.0
398,32200.39,18.95,18.57,6.7,32252.48,32262.61,10.13
399,32271.94,9.23,12.94,14.89,32311.08,32309.07,0.0
400,32274.94,9.98,18.66,5.83,32371.31,32343.53,0.0
401,32405.91,13.56,5.06,10.52,32442.07,32435.07,0.0
402,32448.51,6.83,14.47,9.89,32487.43,32479.76,0.0
403,32483.73,18.06,11.6,15.95,32535.51,32529.38,0.0
404,32485.5,16.62,14.96,12.54,32590.71,32573.5,0.0
405,32524.87,13.31,16.79,13.51,32606.14,32617.12,10.98
406,32559.51,16.06,11.86,17.42,32621.65,32662.47,40.82
408,32604.18,6.3,13.28,11.03,32635.94,32693.08,57.14
407,32577.96,17.95,18.83,15.45,32636.99,32745.31,108.32
409,32666.68,9.61,14.13,14.19,32729.18,32783.24,54.06
410,32732.69,11.49,18.42,10.7,32786.65,32823.83,37.18
411,32907.87,5.93,8.85,14.25,32941.57,32936.97,0.0
412,33133.07,17.65,15.55,15.75,33201.43,33182.12,0.0
413,33140.12,14.88,10.62,9.12,33179.72,33216.74,37.02
414,33167.65,17.11,5.21,13.41,33211.28,33252.47,41.19
415,33214.62,14.77,19.36,12.67,33266.47,33299.28,32.81
416,33245.33,18.21,15.89,14.16,33295.97,33347.53,51.56
417,33246.56,12.37,9.85,9.51,33315.93,33379.26,63.33
418,33339.73,15.17,10.9,17.38,33391.34,33422.71,31.38
419,33466.51,6.98,19.76,9.44,33539.77,33502.69,0.0
420,33688.47,8.87,14.77,13.03,33733.32,33725.17,0.0
421,33805.91,11.75,18.89,15.72,33873.6,33852.32,0.0
422,33883.37,14.44,6.71,16.02,33969.38,33920.59,0.0
