job_id,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
1031,9.55,8.68,18.96,887.58,858.71,0.0
928,14.37,7.37,8.14,909.2,866.84,0.0
956,18.1,6.09,9.04,913.99,875.88,0.0
96,8.08,14.63,10.84,946.21,886.72,0.0
912,6.53,12.23,15.08,956.92,901.81,0.0
1794,8.4,11.7,11.81,987.31,913.62,0.0
1567,19.85,6.53,7.21,996.33,920.83,0.0
2858,12.32,15.27,11.23,998.48,932.06,0.0
610,9.95,5.36,14.84,999.06,946.9,0.0
2716,8.02,15.0,12.93,1020.06,959.83,0.0
922,14.5,6.84,16.09,1020.88,975.92,0.0
1184,15.51,5.8,12.48,1052.63,988.4,0.0
1970,13.44,5.01,18.32,1069.38,1006.72,0.0
1751,6.6,8.91,8.86,1072.7,1015.58,0.0
1545,9.85,8.11,14.21,1073.63,1029.79,0.0
2417,5.0,13.75,13.38,1094.42,1043.17,0.0
1698,11.88,8.81,19.69,1153.84,1062.86,0.0
237,19.81,9.11,17.71,1159.5,1080.58,0.0
1985,12.63,14.75,17.2,1188.37,1097.78,0.0
1779,12.69,18.34,6.98,1198.53,1104.76,0.0
2862,6.07,18.24,6.09,1206.38,1110.85,0.0
227,9.96,15.64,13.41,1215.06,1124.26,0.0
2404,14.98,14.31,19.74,1253.78,1144.0,0.0
313,14.18,16.37,15.9,1276.4,1159.9,0.0
1116,5.04,18.01,17.72,1301.92,1177.62,0.0
1614,16.28,7.14,19.98,1309.93,1197.6,0.0
2023,8.13,16.23,17.02,1310.46,1214.62,0.0
2084,13.43,11.0,7.27,1318.84,1221.89,0.0
1202,12.63,17.54,9.98,1321.67,1231.87,0.0
1891,11.24,10.74,15.13,1355.85,1247.0,0.0
2181,13.16,6.3,17.63,1359.98,1264.63,0.0
850,14.34,19.85,5.47,1361.8,1270.1,0.0
1530,16.9,15.56,8.01,1370.44,1278.11,0.0
1311,9.67,18.53,12.96,1373.21,1291.07,0.0
1642,15.96,6.55,16.07,1381.23,1307.14,0.0
693,11.45,10.42,16.68,1389.49,1323.82,0.0
594,16.25,11.98,12.42,1395.43,1336.23,0.0
560,14.03,6.77,7.76,1434.88,1343.99,0.0
175,9.45,15.34,19.43,1446.98,1363.42,0.0
2561,8.17,8.7,13.56,1461.96,1376.98,0.0
970,11.04,17.13,15.06,1485.7,1392.04,0.0
83,10.62,19.68,11.05,1497.11,1403.09,0.0
57,19.44,16.51,15.33,1507.11,1418.42,0.0
2887,16.84,9.18,12.25,1519.59,1430.67,0.0
1385,15.63,6.94,8.39,1537.68,1439.06,0.0
2950,8.22,12.04,15.26,1541.84,1454.32,0.0
1958,15.98,15.1,9.47,1566.99,1463.8,0.0
996,7.52,17.56,11.01,1577.98,1474.8,0.0
2634,11.0,14.96,18.24,1589.89,1493.05,0.0
65,7.43,16.14,17.67,1594.33,1510.71,0.0
588,13.23,15.4,12.9,1595.89,1523.61,0.0
1685,12.74,11.35,16.69,1639.81,1540.3,0.0
1667,17.91,8.44,11.8,1648.69,1552.1,0.0
1656,9.84,6.28,12.38,1742.01,1564.48,0.0
949,8.07,10.41,18.48,1742.65,1582.96,0.0
45,15.62,17.91,6.31,1762.38,1589.27,0.0
1127,19.99,11.91,9.71,1766.12,1598.98,0.0
2393,19.85,19.21,16.54,1775.16,1615.52,0.0
1579,18.32,5.79,15.94,1783.27,1631.45,0.0
1760,13.42,16.15,6.59,1786.05,1638.04,0.0
1884,10.4,15.17,8.09,1805.87,1646.13,0.0
398,5.54,7.32,18.07,1816.88,1664.21,0.0
2626,7.0,7.04,14.04,1822.8,1678.25,0.0
2550,5.96,17.37,8.6,1832.13,1686.85,0.0
2127,19.56,15.91,13.17,1834.59,1700.02,0.0
1326,10.99,14.67,13.72,1835.36,1713.74,0.0
249,14.11,8.33,19.92,1849.17,1733.66,0.0
1942,19.03,10.5,8.49,1853.06,1742.16,0.0
1678,6.43,16.11,8.79,1854.67,1750.95,0.0
2338,5.34,8.34,19.38,1858.04,1770.33,0.0
951,7.51,19.69,13.53,1859.4,1783.86,0.0
2370,18.31,9.02,15.62,1864.99,1799.48,0.0
921,10.02,17.46,9.65,1872.83,1809.13,0.0
1841,9.41,6.02,16.8,1878.05,1825.93,0.0
137,5.33,16.26,7.72,1884.36,1833.65,0.0
2511,7.82,5.41,11.47,1915.91,1845.12,0.0
2904,5.15,6.59,15.02,1919.78,1860.14,0.0
349,8.01,18.44,17.29,1981.25,1877.43,0.0
2268,15.19,19.48,17.04,2004.54,1894.47,0.0
445,10.08,14.01,19.94,2011.65,1914.41,0.0
2857,10.66,8.78,15.78,2018.75,1930.19,0.0
584,12.13,7.13,11.59,2035.37,1941.77,0.0
987,6.89,18.12,6.43,2044.24,1948.2,0.0
1759,18.56,13.39,17.04,2053.99,1965.24,0.0
1952,11.18,15.88,9.81,2088.16,1975.05,0.0
957,10.21,17.11,11.79,2162.3,1986.84,0.0
700,13.75,11.23,11.5,2167.97,1998.34,0.0
1804,5.62,7.96,12.23,2187.18,2010.57,0.0
2575,12.75,8.7,9.29,2204.45,2019.86,0.0
1619,13.72,7.45,15.65,2237.94,2035.51,0.0
664,8.24,13.28,14.35,2242.58,2049.86,0.0
982,15.95,14.05,18.01,2256.65,2067.87,0.0
2995,19.02,5.22,10.2,2273.78,2078.06,0.0
1036,8.98,7.3,8.88,2280.5,2086.94,0.0
1232,18.92,17.63,11.74,2283.99,2098.68,0.0
2910,8.07,19.81,15.4,2286.57,2114.08,0.0
1291,8.56,6.09,18.98,2291.12,2133.06,0.0
2818,16.77,13.1,19.3,2295.27,2152.37,0.0
2066,19.99,13.64,19.91,2304.77,2172.27,0.0
128,6.79,12.0,8.01,2321.3,2180.28,0.0
322,5.09,9.34,5.24,2346.57,2185.52,0.0
2761,18.69,11.76,19.14,2354.1,2204.67,0.0
2814,6.49,10.58,10.4,2357.44,2215.07,0.0
728,9.5,7.91,18.06,2359.72,2233.13,0.0
2851,10.85,16.0,12.49,2366.56,2245.62,0.0
1452,15.08,10.87,5.78,2370.21,2251.41,0.0
151,16.25,16.09,13.38,2374.04,2264.78,0.0
286,14.55,9.68,18.92,2389.1,2283.7,0.0
2335,17.14,7.05,17.87,2392.74,2301.57,0.0
1763,5.62,10.82,15.54,2397.73,2317.11,0.0
906,6.31,14.08,19.41,2402.05,2336.52,0.0
2444,11.44,6.87,6.25,2403.88,2342.76,0.0
169,11.67,14.42,7.96,2411.86,2350.72,0.0
1572,15.21,9.11,18.1,2416.42,2368.82,0.0
1969,19.03,9.35,8.15,2435.1,2376.97,0.0
2289,15.84,7.83,11.05,2436.69,2388.02,0.0
1938,10.77,10.46,7.55,2444.3,2395.58,0.0
2386,8.17,17.11,12.2,2466.86,2407.77,0.0
713,11.25,11.34,14.42,2492.07,2422.2,0.0
2044,10.12,19.67,12.87,2517.17,2435.07,0.0
1894,17.32,16.64,16.94,2534.63,2452.01,0.0
2199,10.56,6.38,13.45,2543.71,2465.45,0.0
344,11.82,16.44,14.64,2548.87,2480.09,0.0
1140,8.53,7.54,18.16,2561.85,2498.25,0.0
1947,18.19,19.52,8.64,2568.94,2506.9,0.0
620,16.86,13.78,14.79,2580.46,2521.69,0.0
1054,13.56,19.96,7.77,2584.3,2529.46,0.0
2046,15.23,18.78,14.34,2603.08,2543.8,0.0
2680,9.18,15.45,6.75,2606.56,2550.55,0.0
2544,12.47,13.71,5.62,2608.29,2556.17,0.0
2670,12.01,11.5,13.66,2628.27,2569.83,0.0
750,12.58,18.61,17.94,2633.45,2587.78,0.0
2806,5.44,13.69,18.66,2636.62,2606.43,0.0
132,5.68,16.7,18.63,2639.99,2625.07,0.0
1592,10.55,16.73,10.2,2641.37,2635.27,0.0
2607,10.46,19.27,6.17,2658.01,2641.44,0.0
974,9.14,11.86,14.04,2661.99,2655.48,0.0
2713,7.1,10.38,11.96,2672.35,2667.44,0.0
366,9.91,13.66,7.81,2703.68,2675.25,0.0
1226,17.0,12.17,19.38,2705.46,2694.63,0.0
554,9.86,5.89,6.49,2714.78,2701.12,0.0
2383,5.62,7.19,18.91,2728.14,2720.03,0.0
1983,5.77,12.77,13.21,2735.37,2733.24,0.0
2202,14.24,12.31,11.72,2754.87,2744.96,0.0
1026,9.48,19.74,14.42,2755.53,2759.39,3.85
1633,5.16,12.35,15.29,2784.31,2774.67,0.0
849,19.33,10.75,6.3,2789.38,2780.97,0.0
103,11.42,10.73,5.3,2814.84,2786.27,0.0
619,15.57,12.44,7.83,2818.54,2794.1,0.0
2425,5.44,13.17,18.09,2819.76,2812.2,0.0
2825,5.96,14.56,18.59,2832.89,2830.79,0.0
2625,16.36,5.45,17.79,2842.29,2848.58,6.29
1371,9.4,5.41,11.92,2899.91,2860.49,0.0
78,12.49,6.46,8.17,2916.3,2868.66,0.0
1307,13.08,11.29,7.07,2948.45,2875.74,0.0
2643,6.58,14.43,16.77,2956.39,2892.5,0.0
495,7.58,13.94,5.32,2971.17,2897.82,0.0
1055,12.81,9.79,13.94,2973.33,2911.76,0.0
778,9.91,15.66,11.92,2976.38,2923.68,0.0
2022,14.06,13.22,16.35,2979.19,2940.02,0.0
681,9.21,12.23,8.93,3000.83,2948.96,0.0
1502,13.48,9.62,9.15,3023.04,2958.11,0.0
916,8.95,14.4,19.26,3034.49,2977.37,0.0
540,19.21,8.01,9.59,3049.6,2986.96,0.0
2551,19.83,16.9,15.03,3058.54,3001.98,0.0
1651,16.02,19.27,18.89,3062.13,3020.88,0.0
2188,10.25,14.54,10.99,3086.57,3031.87,0.0
2978,14.93,14.26,18.21,3101.85,3050.08,0.0
1546,7.8,8.43,10.14,3108.63,3060.21,0.0
62,14.29,19.03,15.69,3129.14,3075.9,0.0
649,7.69,19.33,14.81,3133.34,3090.71,0.0
2128,10.01,7.22,18.64,3149.27,3109.35,0.0
1139,6.11,7.7,15.53,3159.72,3124.88,0.0
525,16.91,5.55,12.91,3160.16,3137.79,0.0
360,15.03,19.28,18.02,3231.62,3155.81,0.0
1041,5.12,19.89,7.39,3240.45,3163.2,0.0
1525,8.15,19.55,14.94,3256.29,3178.13,0.0
2991,10.84,6.62,16.15,3264.68,3194.28,0.0
1187,16.48,14.39,16.86,3270.21,3211.14,0.0
2731,15.09,15.47,15.89,3281.01,3227.03,0.0
2030,6.3,15.39,17.51,3282.5,3244.55,0.0
215,13.25,7.99,9.6,3294.79,3254.15,0.0
253,15.97,15.91,15.98,3296.46,3270.13,0.0
2571,14.23,12.63,16.45,3312.46,3286.59,0.0
2632,9.25,16.4,18.49,3335.81,3305.07,0.0
729,10.06,5.59,7.33,3336.92,3312.4,0.0
1604,13.68,18.44,9.91,3345.85,3322.32,0.0
2154,19.87,8.81,9.03,3379.52,3331.35,0.0
1666,9.73,7.86,11.38,3384.29,3342.73,0.0
822,10.04,12.08,12.06,3404.67,3354.79,0.0
2807,5.34,13.33,14.26,3411.43,3369.05,0.0
2205,14.28,6.07,5.5,3420.46,3374.56,0.0
1465,6.91,9.25,17.12,3423.82,3391.67,0.0
388,9.94,7.96,11.08,3425.01,3402.75,0.0
1434,8.16,8.44,14.25,3451.16,3417.0,0.0
463,9.05,12.14,8.35,3451.56,3425.35,0.0
1624,11.06,7.22,15.09,3474.8,3440.44,0.0
2195,16.28,17.75,9.78,3482.0,3450.22,0.0
1662,9.7,14.45,13.0,3517.68,3463.22,0.0
901,8.94,16.86,13.35,3526.27,3476.57,0.0
2060,11.17,11.95,9.78,3541.32,3486.35,0.0
1317,7.26,16.94,13.48,3542.81,3499.82,0.0
70,17.85,7.64,14.93,3552.93,3514.75,0.0
2703,17.48,13.98,19.58,3554.0,3534.33,0.0
2419,7.27,11.25,7.92,3559.6,3542.25,0.0
2734,12.18,8.94,15.01,3589.67,3557.26,0.0
2808,14.88,13.19,18.48,3681.17,3575.74,0.0
1595,11.44,15.97,14.27,3696.44,3590.01,0.0
1118,7.97,16.7,12.45,3700.39,3602.46,0.0
458,19.86,5.94,12.2,3701.67,3614.65,0.0
1461,10.76,12.16,14.05,3765.37,3628.7,0.0
2618,15.7,16.61,6.24,3768.22,3634.94,0.0
308,10.89,15.93,19.12,3769.1,3654.07,0.0
1450,5.28,13.28,11.95,3772.37,3666.02,0.0
147,14.28,16.17,18.15,3779.67,3684.17,0.0
2821,17.1,5.72,11.7,3790.67,3695.86,0.0
2833,8.82,5.8,15.52,3791.31,3711.39,0.0
833,18.6,19.45,15.05,3799.61,3726.43,0.0
883,17.62,14.19,19.15,3816.54,3745.58,0.0
2868,16.13,10.26,5.14,3826.11,3750.72,0.0
304,19.08,16.83,11.85,3834.66,3762.57,0.0
1811,13.14,8.69,10.72,3858.13,3773.29,0.0
1742,10.61,5.51,11.97,3864.34,3785.26,0.0
2503,10.66,8.36,17.36,3879.65,3802.62,0.0
142,5.58,10.95,13.49,3899.97,3816.11,0.0
698,18.51,18.31,11.59,3908.8,3827.7,0.0
1537,13.5,16.62,14.29,3949.37,3841.99,0.0
2416,16.72,5.09,15.25,3968.98,3857.23,0.0
1459,18.82,12.4,13.35,3969.69,3870.59,0.0
662,16.62,14.52,14.43,3976.47,3885.02,0.0
311,9.44,15.86,10.47,3988.84,3895.49,0.0
1418,5.29,12.04,17.66,4025.72,3913.15,0.0
2651,5.52,15.61,7.46,4027.68,3920.61,0.0
2476,16.67,8.59,14.19,4036.39,3934.8,0.0
134,5.52,13.17,13.31,4037.24,3948.11,0.0
1148,5.55,18.37,6.72,4057.98,3954.84,0.0
1268,9.54,16.29,7.9,4058.75,3962.74,0.0
874,7.36,10.95,19.92,4068.17,3982.66,0.0
2131,16.02,10.13,12.26,4071.16,3994.93,0.0
46,11.62,5.3,7.31,4072.2,4002.24,0.0
1559,10.2,18.31,17.18,4092.59,4019.42,0.0
318,11.6,5.48,17.34,4093.89,4036.75,0.0
2138,12.97,6.04,14.99,4110.37,4051.74,0.0
170,18.65,17.64,7.26,4111.17,4059.0,0.0
450,7.0,18.78,12.81,4164.06,4071.81,0.0
204,11.88,12.55,13.47,4180.23,4085.28,0.0
2745,16.88,17.94,8.03,4223.99,4093.3,0.0
2250,9.99,18.08,13.28,4242.48,4106.59,0.0
1080,12.47,13.67,9.47,4256.97,4116.05,0.0
323,5.49,8.64,13.86,4276.85,4129.91,0.0
500,17.04,5.75,12.27,4287.72,4142.18,0.0
2820,7.77,7.57,17.17,4290.3,4159.35,0.0
1394,8.24,8.84,10.5,4292.18,4169.86,0.0
2085,18.18,9.19,11.47,4296.09,4181.32,0.0
2824,16.99,19.49,7.79,4310.16,4189.11,0.0
1679,6.55,11.14,5.68,4311.26,4194.79,0.0
2442,13.23,17.87,16.89,4314.19,4211.68,0.0
1538,17.13,12.08,12.89,4323.04,4224.57,0.0
1644,5.98,16.83,5.43,4331.56,4230.01,0.0
1361,17.91,8.82,13.1,4352.02,4243.1,0.0
461,7.96,18.11,9.29,4384.81,4252.39,0.0
2721,12.84,18.32,12.88,4390.27,4265.27,0.0
852,17.48,18.57,12.72,4393.84,4277.99,0.0
1028,12.46,7.29,8.52,4394.46,4286.51,0.0
1509,18.83,11.93,18.82,4394.85,4305.33,0.0
1837,12.18,19.56,6.13,4405.82,4311.46,0.0
478,9.8,18.56,15.97,4410.86,4327.43,0.0
791,9.63,9.13,16.77,4413.01,4344.19,0.0
1659,6.13,17.38,8.96,4427.28,4353.15,0.0
232,13.98,19.12,9.62,4444.78,4362.77,0.0
2799,13.0,6.82,12.26,4446.14,4375.03,0.0
2710,19.88,9.7,10.45,4472.5,4385.48,0.0
895,12.0,16.68,8.61,4472.61,4394.1,0.0
1208,18.92,18.59,16.41,4481.77,4410.51,0.0
1215,14.6,19.04,17.34,4482.65,4427.86,0.0
2336,8.57,18.07,15.27,4486.78,4443.13,0.0
535,15.3,17.07,9.06,4493.21,4452.18,0.0
2230,10.76,5.63,19.74,4524.85,4471.92,0.0
553,8.49,7.99,8.24,4531.75,4480.16,0.0
2572,8.25,6.79,10.31,4532.86,4490.46,0.0
1566,19.17,18.01,13.36,4533.48,4503.83,0.0
369,10.31,11.88,16.76,4538.12,4520.59,0.0
2826,18.81,12.02,6.85,4538.45,4527.44,0.0
787,17.0,19.48,5.97,4545.89,4533.41,0.0
1820,16.45,18.34,14.87,4558.25,4548.28,0.0
2604,16.47,9.91,16.08,4674.22,4564.36,0.0
1756,9.44,11.03,13.51,4681.86,4577.87,0.0
2994,12.15,6.78,12.11,4703.08,4589.98,0.0
2521,19.05,11.13,14.93,4717.1,4604.91,0.0
551,9.32,12.0,18.46,4726.24,4623.37,0.0
1978,14.8,12.65,19.76,4727.21,4643.13,0.0
1903,6.46,7.42,10.01,4729.56,4653.14,0.0
1060,15.19,10.41,12.61,4739.05,4665.75,0.0
1747,19.77,18.39,15.75,4748.66,4681.5,0.0
332,12.56,6.82,5.75,4750.03,4687.25,0.0
893,12.39,19.93,14.63,4758.16,4701.88,0.0
26,6.42,7.1,14.62,4759.62,4716.5,0.0
926,6.06,11.72,8.73,4776.86,4725.24,0.0
920,13.02,15.23,6.49,4822.89,4731.72,0.0
2447,16.41,11.1,17.43,4837.66,4749.15,0.0
498,10.13,8.7,15.72,4847.92,4764.88,0.0
127,11.39,13.7,18.03,4857.63,4782.91,0.0
672,13.15,11.79,11.66,4871.04,4794.57,0.0
2171,10.13,16.98,9.85,4895.51,4804.42,0.0
2758,18.97,7.5,17.23,4915.31,4821.64,0.0
183,19.34,9.24,15.96,4942.97,4837.6,0.0
2321,13.38,6.76,14.6,4959.0,4852.2,0.0
1660,9.44,8.28,11.99,4963.46,4864.19,0.0
2524,12.57,6.42,8.93,4966.82,4873.13,0.0
2793,8.12,9.29,8.9,4980.86,4882.03,0.0
1847,13.65,6.66,8.21,4992.49,4890.24,0.0
761,14.37,7.85,15.98,4997.94,4906.22,0.0
1523,13.99,19.41,17.47,5002.84,4923.69,0.0
2050,8.77,12.94,10.9,5005.79,4934.59,0.0
1511,13.13,11.85,9.26,5032.48,4943.86,0.0
190,16.16,12.28,19.45,5057.93,4963.3,0.0
2209,12.0,17.31,17.55,5074.55,4980.86,0.0
1504,10.7,19.28,15.65,5088.33,4996.51,0.0
2435,6.99,6.09,16.69,5102.55,5013.2,0.0
2657,11.24,12.13,20.0,5132.09,5033.2,0.0
1052,14.62,12.82,10.36,5188.75,5043.56,0.0
1209,12.29,16.07,15.56,5210.64,5059.12,0.0
226,19.97,5.68,16.56,5230.59,5075.68,0.0
824,7.56,14.15,10.57,5232.46,5086.26,0.0
1272,6.24,12.67,9.39,5264.66,5095.65,0.0
1257,14.93,6.73,13.57,5277.94,5109.22,0.0
2633,18.0,7.25,17.72,5279.01,5126.94,0.0
2387,15.01,5.68,11.49,5286.06,5138.43,0.0
413,5.79,12.47,8.04,5299.2,5146.47,0.0
346,9.75,5.77,6.41,5299.72,5152.88,0.0
289,14.56,16.8,11.79,5308.34,5164.66,0.0
1940,15.03,10.66,16.44,5326.0,5181.1,0.0
297,18.45,18.04,14.67,5330.31,5195.77,0.0
596,14.02,14.45,19.96,5340.18,5215.73,0.0
1825,10.86,8.37,9.4,5352.42,5225.13,0.0
1524,13.17,17.05,11.6,5381.63,5236.73,0.0
1262,6.89,16.58,6.83,5400.89,5243.56,0.0
1067,9.57,18.25,18.49,5400.99,5262.05,0.0
1995,13.26,11.13,14.74,5420.66,5276.79,0.0
1492,8.16,13.25,5.91,5424.72,5282.7,0.0
2912,18.94,13.32,6.31,5425.47,5289.01,0.0
2213,11.13,10.03,13.41,5436.22,5302.42,0.0
1777,17.3,7.3,12.73,5438.83,5315.15,0.0
2032,12.95,17.83,18.95,5439.53,5334.1,0.0
214,13.98,17.31,12.07,5465.52,5346.17,0.0
917,15.95,19.82,13.37,5469.92,5359.54,0.0
2197,12.3,15.97,12.76,5497.7,5372.3,0.0
660,9.22,14.7,10.21,5500.35,5382.52,0.0
1915,7.71,16.1,6.27,5518.51,5388.79,0.0
242,19.46,16.22,9.3,5519.08,5398.09,0.0
1282,6.79,7.24,15.61,5521.01,5413.7,0.0
894,11.74,11.27,8.45,5521.72,5422.15,0.0
865,13.81,18.87,17.2,5525.62,5439.35,0.0
1581,19.27,9.97,17.11,5535.13,5456.46,0.0
1159,9.98,12.27,5.4,5548.6,5461.86,0.0
180,18.01,6.51,7.66,5550.73,5469.52,0.0
482,9.5,14.59,19.45,5570.15,5488.97,0.0
1821,10.35,6.93,16.43,5575.22,5505.4,0.0
1834,11.1,15.84,16.56,5578.63,5521.96,0.0
950,7.58,16.68,10.24,5580.26,5532.2,0.0
198,8.56,6.56,13.95,5582.06,5546.15,0.0
2859,7.16,12.83,13.21,5584.88,5559.36,0.0
2141,11.6,10.85,14.23,5597.28,5573.58,0.0
1009,14.41,12.11,10.53,5600.88,5584.11,0.0
2353,8.96,19.15,11.91,5608.6,5596.01,0.0
340,16.19,12.28,9.26,5611.55,5605.28,0.0
2206,13.09,19.1,8.06,5626.53,5613.33,0.0
1045,16.18,7.03,18.19,5645.84,5631.52,0.0
1639,7.89,9.11,15.33,5665.52,5646.84,0.0
828,12.66,7.42,11.63,5683.09,5658.48,0.0
2513,12.06,11.81,10.33,5689.09,5668.81,0.0
2211,6.98,16.24,16.75,5701.43,5685.56,0.0
2403,10.31,11.6,14.29,5709.22,5699.85,0.0
1755,9.94,18.53,15.14,5709.23,5715.0,5.77
16,12.7,12.4,13.74,5778.1,5728.74,0.0
196,8.31,9.03,9.55,5789.67,5738.29,0.0
989,12.74,12.22,15.83,5790.45,5754.12,0.0
2911,6.39,19.67,13.22,5805.87,5767.34,0.0
1690,5.28,7.77,19.62,5834.8,5786.96,0.0
2246,8.27,18.75,19.73,5862.34,5806.68,0.0
270,14.26,9.37,11.16,5866.09,5817.84,0.0
740,6.51,19.98,6.58,5909.65,5824.43,0.0
2759,15.42,14.88,19.22,5913.27,5843.65,0.0
2001,18.85,19.94,7.19,5936.09,5850.84,0.0
2035,9.96,12.7,5.47,5950.34,5856.31,0.0
2957,16.56,11.42,9.12,5952.45,5865.43,0.0
1261,19.55,13.98,18.8,5978.47,5884.22,0.0
1035,11.26,10.97,5.58,6014.73,5889.8,0.0
1198,13.01,15.51,19.16,6014.77,5908.96,0.0
716,10.59,14.58,5.91,6027.18,5914.87,0.0
1694,16.2,17.69,11.44,6049.65,5926.31,0.0
1828,19.15,15.98,8.45,6061.85,5934.76,0.0
999,18.69,14.75,10.24,6075.14,5945.0,0.0
1388,12.94,15.37,9.59,6079.61,5954.59,0.0
2098,6.89,17.48,18.29,6112.95,5972.88,0.0
2110,5.7,12.7,5.79,6119.41,5978.67,0.0
2841,13.38,17.44,12.97,6121.23,5991.64,0.0
2530,7.67,18.02,11.73,6162.32,6003.38,0.0
2449,7.14,19.04,8.4,6162.37,6011.78,0.0
1885,10.83,11.93,8.98,6178.86,6020.76,0.0
1971,18.51,13.41,10.71,6189.31,6031.46,0.0
466,14.24,5.08,8.65,6215.49,6040.11,0.0
955,5.21,14.58,12.11,6216.19,6052.22,0.0
1059,7.4,12.5,17.98,6252.02,6070.21,0.0
557,5.09,8.39,7.15,6262.47,6077.36,0.0
1562,16.28,19.68,5.94,6293.34,6083.3,0.0
1686,14.6,14.18,8.33,6295.29,6091.63,0.0
2082,17.22,14.25,15.74,6317.09,6107.36,0.0
1899,7.05,15.37,12.43,6321.29,6119.79,0.0
6,13.33,18.52,17.27,6352.1,6137.07,0.0
1114,11.41,14.24,8.96,6367.59,6146.02,0.0
394,19.95,8.92,8.99,6368.9,6155.01,0.0
111,12.83,10.98,8.15,6373.25,6163.15,0.0
2258,13.64,12.24,6.7,6391.26,6169.86,0.0
1961,19.87,10.33,9.05,6394.45,6178.91,0.0
985,14.08,19.59,16.83,6423.11,6195.74,0.0
348,10.03,18.1,9.8,6425.37,6205.54,0.0
1082,12.78,13.05,11.49,6434.02,6217.03,0.0
104,15.05,9.01,12.79,6441.17,6229.82,0.0
1309,11.42,15.43,9.47,6442.26,6239.29,0.0
2428,11.45,6.25,15.59,6449.21,6254.88,0.0
1976,7.3,19.11,18.83,6461.3,6273.71,0.0
1609,18.43,12.08,19.27,6466.2,6292.99,0.0
2042,10.96,11.49,17.42,6484.88,6310.4,0.0
2613,9.61,9.68,19.37,6502.62,6329.78,0.0
1680,7.03,15.77,5.05,6506.8,6334.82,0.0
155,14.72,15.99,12.63,6556.41,6347.46,0.0
